2025-01-14 00:37:12,337 - b2_model - INFO - Training class distribution: Counter({'l-pass': 378, 'r-pass': 353, 'l-set': 304, 'l-spike': 289, 'r-set': 283, 'r-spike': 261, 'l-winpoint': 161, 'r-winpoint': 123})
2025-01-14 00:37:12,337 - b2_model - INFO - Validation class distribution: Counter({'r-pass': 238, 'l-pass': 222, 'r-spike': 189, 'l-spike': 174, 'r-set': 169, 'l-set': 160, 'l-winpoint': 104, 'r-winpoint': 85})
2025-01-14 00:37:14,105 - b2_model - INFO - Current path: C:\Project\project
2025-01-14 00:37:14,105 - b2_model - INFO - Files in current path: ['.git', '.gitignore', 'app.log', 'dataloading', 'dataset', 'modeling', 'models_trained', 'players_dataset', 'README.md', 'saved_pickles', 'utils']
2025-01-14 00:37:14,105 - b2_model - INFO - No model found starting from scratch
2025-01-14 23:35:42,722 - b2_model - INFO - Training: Epoch 37, Batch 59/135 loss 2.111712348663201 accuracy 0.15
2025-01-14 23:36:13,363 - b2_model - INFO - Training: Epoch 37, Batch 79/135 loss 2.1068261997609197 accuracy 0.15078125
2025-01-14 23:36:44,773 - b2_model - INFO - Training: Epoch 37, Batch 99/135 loss 2.0992903408378063 accuracy 0.148125
2025-01-14 23:37:15,909 - b2_model - INFO - Training: Epoch 37, Batch 119/135 loss 2.092984239594275 accuracy 0.146875
2025-01-14 23:37:37,040 - b2_model - INFO - Epoch 37, Loss: 2.0781330903371176 Accuracy: 0.14869888475836432
2025-01-14 23:37:50,976 - b2_model - INFO - Evaluating : Epoch 37, Batch 14/84 loss 2.145796145711626 accuracy 0.12916666666666668
2025-01-14 23:38:03,587 - b2_model - INFO - Evaluating : Epoch 37, Batch 29/84 loss 2.072830002883385 accuracy 0.13125
2025-01-14 23:38:16,190 - b2_model - INFO - Evaluating : Epoch 37, Batch 44/84 loss 2.0498268631371586 accuracy 0.13472222222222222
2025-01-14 23:38:27,737 - b2_model - INFO - Evaluating : Epoch 37, Batch 59/84 loss 2.029923267283682 accuracy 0.14791666666666667
2025-01-14 23:38:38,815 - b2_model - INFO - Evaluating : Epoch 37, Batch 74/84 loss 2.027943203578124 accuracy 0.1425
2025-01-14 23:38:44,340 - b2_model - INFO - Eval Epoch 37: Loss 2.00366159422057, Accuracy: 0.14093959731543623
2025-01-14 23:38:44,418 - b2_model - INFO - Epoch 38, Current LR: 2.3837831494251843e-09
2025-01-14 23:39:17,214 - b2_model - INFO - Training: Epoch 38, Batch 19/135 loss 2.2331500241630957 accuracy 0.15625
2025-01-14 23:39:49,129 - b2_model - INFO - Training: Epoch 38, Batch 39/135 loss 2.159092123691852 accuracy 0.15625
2025-01-14 23:40:20,127 - b2_model - INFO - Training: Epoch 38, Batch 59/135 loss 2.1419324713238215 accuracy 0.15833333333333333
2025-01-14 23:40:50,560 - b2_model - INFO - Training: Epoch 38, Batch 79/135 loss 2.1214518803584426 accuracy 0.15625
2025-01-14 23:41:21,550 - b2_model - INFO - Training: Epoch 38, Batch 99/135 loss 2.1110878701161857 accuracy 0.1575
2025-01-14 23:41:52,856 - b2_model - INFO - Training: Epoch 38, Batch 119/135 loss 2.099767547695577 accuracy 0.1609375
2025-01-14 23:42:14,073 - b2_model - INFO - Epoch 38, Loss: 2.084089748947709 Accuracy: 0.15938661710037175
2025-01-14 23:42:28,962 - b2_model - INFO - Evaluating : Epoch 38, Batch 14/84 loss 2.14460266487939 accuracy 0.125
2025-01-14 23:42:41,513 - b2_model - INFO - Evaluating : Epoch 38, Batch 29/84 loss 2.070407711226365 accuracy 0.16041666666666668
2025-01-14 23:42:54,114 - b2_model - INFO - Evaluating : Epoch 38, Batch 44/84 loss 2.048444141041149 accuracy 0.16111111111111112
2025-01-14 23:43:05,633 - b2_model - INFO - Evaluating : Epoch 38, Batch 59/84 loss 2.0308903597169 accuracy 0.16354166666666667
2025-01-14 23:43:16,632 - b2_model - INFO - Evaluating : Epoch 38, Batch 74/84 loss 2.029138631111867 accuracy 0.1725
2025-01-14 23:43:22,157 - b2_model - INFO - Eval Epoch 38: Loss 2.005236723593303, Accuracy: 0.17524235645041014
2025-01-14 23:43:22,212 - b2_model - INFO - Epoch 39, Current LR: 1.7878373620688882e-09
2025-01-14 23:43:55,010 - b2_model - INFO - Training: Epoch 39, Batch 19/135 loss 2.256741015534652 accuracy 0.121875
2025-01-14 23:44:26,336 - b2_model - INFO - Training: Epoch 39, Batch 39/135 loss 2.1905069014964957 accuracy 0.121875
2025-01-14 23:44:58,041 - b2_model - INFO - Training: Epoch 39, Batch 59/135 loss 2.1567267260308993 accuracy 0.13229166666666667
2025-01-14 23:45:29,730 - b2_model - INFO - Training: Epoch 39, Batch 79/135 loss 2.1348904491979863 accuracy 0.13671875
2025-01-14 23:46:00,820 - b2_model - INFO - Training: Epoch 39, Batch 99/135 loss 2.1129414926875723 accuracy 0.146875
2025-01-14 23:46:31,245 - b2_model - INFO - Training: Epoch 39, Batch 119/135 loss 2.1149523188086117 accuracy 0.146875
2025-01-14 23:46:52,165 - b2_model - INFO - Epoch 39, Loss: 2.0965653799198294 Accuracy: 0.15055762081784388
2025-01-14 23:47:05,963 - b2_model - INFO - Evaluating : Epoch 39, Batch 14/84 loss 2.1450970683779036 accuracy 0.12916666666666668
2025-01-14 23:47:18,534 - b2_model - INFO - Evaluating : Epoch 39, Batch 29/84 loss 2.073502466596406 accuracy 0.13125
2025-01-14 23:47:31,117 - b2_model - INFO - Evaluating : Epoch 39, Batch 44/84 loss 2.051322414116426 accuracy 0.13472222222222222
2025-01-14 23:47:42,664 - b2_model - INFO - Evaluating : Epoch 39, Batch 59/84 loss 2.030290753154431 accuracy 0.14791666666666667
2025-01-14 23:47:53,708 - b2_model - INFO - Evaluating : Epoch 39, Batch 74/84 loss 2.0288938783310555 accuracy 0.1425
2025-01-14 23:47:59,229 - b2_model - INFO - Eval Epoch 39: Loss 2.0047255825428736, Accuracy: 0.14093959731543623
2025-01-14 23:47:59,284 - b2_model - INFO - Epoch 40, Current LR: 1.3408780215516662e-09
2025-01-14 23:48:32,209 - b2_model - INFO - Training: Epoch 40, Batch 19/135 loss 2.2088634089419714 accuracy 0.13125
2025-01-14 23:49:03,684 - b2_model - INFO - Training: Epoch 40, Batch 39/135 loss 2.1292336201056457 accuracy 0.153125
2025-01-14 23:49:34,613 - b2_model - INFO - Training: Epoch 40, Batch 59/135 loss 2.1081974324533497 accuracy 0.15416666666666667
2025-01-14 23:50:05,685 - b2_model - INFO - Training: Epoch 40, Batch 79/135 loss 2.11336413516274 accuracy 0.15
2025-01-14 23:50:36,854 - b2_model - INFO - Training: Epoch 40, Batch 99/135 loss 2.114728989023151 accuracy 0.1475
2025-01-14 23:51:07,654 - b2_model - INFO - Training: Epoch 40, Batch 119/135 loss 2.1051006737877342 accuracy 0.15104166666666666
2025-01-14 23:51:28,447 - b2_model - INFO - Epoch 40, Loss: 2.0874026898984557 Accuracy: 0.15427509293680297
2025-01-14 23:51:42,495 - b2_model - INFO - Evaluating : Epoch 40, Batch 14/84 loss 2.143112293311528 accuracy 0.12916666666666668
2025-01-14 23:51:55,190 - b2_model - INFO - Evaluating : Epoch 40, Batch 29/84 loss 2.070397742863359 accuracy 0.13333333333333333
2025-01-14 23:52:07,742 - b2_model - INFO - Evaluating : Epoch 40, Batch 44/84 loss 2.0480623760006647 accuracy 0.1361111111111111
2025-01-14 23:52:19,118 - b2_model - INFO - Evaluating : Epoch 40, Batch 59/84 loss 2.030541694770425 accuracy 0.15104166666666666
2025-01-14 23:52:30,045 - b2_model - INFO - Evaluating : Epoch 40, Batch 74/84 loss 2.028391206586683 accuracy 0.15
2025-01-14 23:52:35,546 - b2_model - INFO - Eval Epoch 40: Loss 2.004282010453088, Accuracy: 0.14914243102162567
2025-01-14 23:52:35,605 - b2_model - INFO - Epoch 41, Current LR: 1.0056585161637498e-09
2025-01-14 23:53:07,996 - b2_model - INFO - Training: Epoch 41, Batch 19/135 loss 2.2088262909337093 accuracy 0.140625
2025-01-14 23:53:38,562 - b2_model - INFO - Training: Epoch 41, Batch 39/135 loss 2.1553588585975842 accuracy 0.153125
2025-01-14 23:54:09,626 - b2_model - INFO - Training: Epoch 41, Batch 59/135 loss 2.1278812238725564 accuracy 0.153125
2025-01-14 23:54:40,949 - b2_model - INFO - Training: Epoch 41, Batch 79/135 loss 2.122406429882291 accuracy 0.1515625
2025-01-14 23:55:12,145 - b2_model - INFO - Training: Epoch 41, Batch 99/135 loss 2.1175287998083867 accuracy 0.15375
2025-01-14 23:55:42,535 - b2_model - INFO - Training: Epoch 41, Batch 119/135 loss 2.10951241024402 accuracy 0.15572916666666667
2025-01-14 23:56:03,052 - b2_model - INFO - Epoch 41, Loss: 2.08924342084814 Accuracy: 0.15892193308550187
2025-01-14 23:56:16,851 - b2_model - INFO - Evaluating : Epoch 41, Batch 14/84 loss 2.1467273235321045 accuracy 0.12916666666666668
2025-01-14 23:56:29,384 - b2_model - INFO - Evaluating : Epoch 41, Batch 29/84 loss 2.074192026565815 accuracy 0.13125
2025-01-14 23:56:41,807 - b2_model - INFO - Evaluating : Epoch 41, Batch 44/84 loss 2.0513940128413113 accuracy 0.13472222222222222
2025-01-14 23:56:53,357 - b2_model - INFO - Evaluating : Epoch 41, Batch 59/84 loss 2.0336034863682118 accuracy 0.146875
2025-01-14 23:57:04,205 - b2_model - INFO - Evaluating : Epoch 41, Batch 74/84 loss 2.030265967588167 accuracy 0.1425
2025-01-14 23:57:09,608 - b2_model - INFO - Eval Epoch 41: Loss 2.006806891588938, Accuracy: 0.14093959731543623
2025-01-14 23:57:09,671 - b2_model - INFO - Epoch 42, Current LR: 7.542438871228123e-10
2025-01-14 23:57:42,872 - b2_model - INFO - Training: Epoch 42, Batch 19/135 loss 2.1885429432517602 accuracy 0.159375
2025-01-14 23:58:13,313 - b2_model - INFO - Training: Epoch 42, Batch 39/135 loss 2.1260412289546085 accuracy 0.159375
2025-01-14 23:58:43,963 - b2_model - INFO - Training: Epoch 42, Batch 59/135 loss 2.1217480574624012 accuracy 0.1625
2025-01-14 23:59:15,076 - b2_model - INFO - Training: Epoch 42, Batch 79/135 loss 2.115881370592721 accuracy 0.16328125
2025-01-14 23:59:45,990 - b2_model - INFO - Training: Epoch 42, Batch 99/135 loss 2.103837332340202 accuracy 0.174375
2025-01-15 00:00:19,356 - b2_model - INFO - Training: Epoch 42, Batch 119/135 loss 2.1028242912613044 accuracy 0.17135416666666667
2025-01-15 00:00:39,717 - b2_model - INFO - Epoch 42, Loss: 2.0899843701609857 Accuracy: 0.16682156133828996
2025-01-15 00:00:53,353 - b2_model - INFO - Evaluating : Epoch 42, Batch 14/84 loss 2.13860046012061 accuracy 0.15833333333333333
2025-01-15 00:01:05,885 - b2_model - INFO - Evaluating : Epoch 42, Batch 29/84 loss 2.06623009566603 accuracy 0.15625
2025-01-15 00:01:18,423 - b2_model - INFO - Evaluating : Epoch 42, Batch 44/84 loss 2.043201332742518 accuracy 0.1597222222222222
2025-01-15 00:01:29,836 - b2_model - INFO - Evaluating : Epoch 42, Batch 59/84 loss 2.0255405741222834 accuracy 0.18229166666666666
2025-01-15 00:01:40,690 - b2_model - INFO - Evaluating : Epoch 42, Batch 74/84 loss 2.0233338749086536 accuracy 0.18666666666666668
2025-01-15 00:01:46,099 - b2_model - INFO - Eval Epoch 42: Loss 1.9988027754284086, Accuracy: 0.18568232662192394
2025-01-15 00:01:46,158 - b2_model - INFO - Epoch 43, Current LR: 5.656829153421092e-10
2025-01-15 00:02:20,131 - b2_model - INFO - Training: Epoch 43, Batch 19/135 loss 2.2045949070077193 accuracy 0.178125
2025-01-15 00:02:50,177 - b2_model - INFO - Training: Epoch 43, Batch 39/135 loss 2.1368695283547425 accuracy 0.175
2025-01-15 00:03:21,307 - b2_model - INFO - Training: Epoch 43, Batch 59/135 loss 2.1018700862334945 accuracy 0.17291666666666666
2025-01-15 00:03:51,625 - b2_model - INFO - Training: Epoch 43, Batch 79/135 loss 2.091494352002687 accuracy 0.1703125
2025-01-15 00:04:22,374 - b2_model - INFO - Training: Epoch 43, Batch 99/135 loss 2.0964941508842236 accuracy 0.1625
2025-01-15 00:04:52,918 - b2_model - INFO - Training: Epoch 43, Batch 119/135 loss 2.0947969280371144 accuracy 0.1625
2025-01-15 00:05:13,643 - b2_model - INFO - Epoch 43, Loss: 2.0785550770936188 Accuracy: 0.16635687732342008
2025-01-15 00:05:27,621 - b2_model - INFO - Evaluating : Epoch 43, Batch 14/84 loss 2.1420124088014876 accuracy 0.1875
2025-01-15 00:05:40,189 - b2_model - INFO - Evaluating : Epoch 43, Batch 29/84 loss 2.0682115184849708 accuracy 0.19583333333333333
2025-01-15 00:05:53,102 - b2_model - INFO - Evaluating : Epoch 43, Batch 44/84 loss 2.0458355085416273 accuracy 0.19583333333333333
2025-01-15 00:06:04,763 - b2_model - INFO - Evaluating : Epoch 43, Batch 59/84 loss 2.027997020947731 accuracy 0.20520833333333333
2025-01-15 00:06:16,038 - b2_model - INFO - Evaluating : Epoch 43, Batch 74/84 loss 2.024587613505286 accuracy 0.20916666666666667
2025-01-15 00:06:21,520 - b2_model - INFO - Eval Epoch 43: Loss 2.0001939705439975, Accuracy: 0.21998508575689785
2025-01-15 00:06:21,579 - b2_model - INFO - Epoch 44, Current LR: 4.242621865065819e-10
2025-01-15 00:06:54,321 - b2_model - INFO - Training: Epoch 44, Batch 19/135 loss 2.2187602080796895 accuracy 0.134375
2025-01-15 00:07:24,803 - b2_model - INFO - Training: Epoch 44, Batch 39/135 loss 2.150907874107361 accuracy 0.1359375
2025-01-15 00:07:55,334 - b2_model - INFO - Training: Epoch 44, Batch 59/135 loss 2.1169598183389438 accuracy 0.146875
2025-01-15 00:08:25,740 - b2_model - INFO - Training: Epoch 44, Batch 79/135 loss 2.1020819839042955 accuracy 0.14765625
2025-01-15 00:08:56,323 - b2_model - INFO - Training: Epoch 44, Batch 99/135 loss 2.103866311034771 accuracy 0.15375
2025-01-15 00:09:27,089 - b2_model - INFO - Training: Epoch 44, Batch 119/135 loss 2.100522741550157 accuracy 0.15416666666666667
2025-01-15 00:09:47,965 - b2_model - INFO - Epoch 44, Loss: 2.0810309560210616 Accuracy: 0.15288104089219332
2025-01-15 00:10:01,944 - b2_model - INFO - Evaluating : Epoch 44, Batch 14/84 loss 2.1421100412096297 accuracy 0.1875
2025-01-15 00:10:14,652 - b2_model - INFO - Evaluating : Epoch 44, Batch 29/84 loss 2.0680851278633905 accuracy 0.2
2025-01-15 00:10:27,111 - b2_model - INFO - Evaluating : Epoch 44, Batch 44/84 loss 2.0457117503339592 accuracy 0.1986111111111111
2025-01-15 00:10:38,588 - b2_model - INFO - Evaluating : Epoch 44, Batch 59/84 loss 2.0283364158565713 accuracy 0.20729166666666668
2025-01-15 00:10:49,575 - b2_model - INFO - Evaluating : Epoch 44, Batch 74/84 loss 2.0262334507864876 accuracy 0.21166666666666667
2025-01-15 00:10:55,001 - b2_model - INFO - Eval Epoch 44: Loss 2.0017563090437935, Accuracy: 0.2222222222222222
2025-01-15 00:10:55,069 - b2_model - INFO - Epoch 45, Current LR: 3.181966398799364e-10
2025-01-15 00:11:27,568 - b2_model - INFO - Training: Epoch 45, Batch 19/135 loss 2.1795565329099955 accuracy 0.146875
2025-01-15 00:11:58,651 - b2_model - INFO - Training: Epoch 45, Batch 39/135 loss 2.151427541023646 accuracy 0.1515625
2025-01-15 00:12:31,249 - b2_model - INFO - Training: Epoch 45, Batch 59/135 loss 2.12241899765144 accuracy 0.165625
2025-01-15 00:13:01,657 - b2_model - INFO - Training: Epoch 45, Batch 79/135 loss 2.1262511331823806 accuracy 0.15546875
2025-01-15 00:13:32,017 - b2_model - INFO - Training: Epoch 45, Batch 99/135 loss 2.114555537098586 accuracy 0.16
2025-01-15 00:14:02,857 - b2_model - INFO - Training: Epoch 45, Batch 119/135 loss 2.104303868878789 accuracy 0.1671875
2025-01-15 00:14:23,931 - b2_model - INFO - Epoch 45, Loss: 2.078760772281223 Accuracy: 0.17053903345724908
2025-01-15 00:14:37,864 - b2_model - INFO - Evaluating : Epoch 45, Batch 14/84 loss 2.1423221911702837 accuracy 0.12916666666666668
2025-01-15 00:14:50,958 - b2_model - INFO - Evaluating : Epoch 45, Batch 29/84 loss 2.0701667070388794 accuracy 0.13125
2025-01-15 00:15:04,161 - b2_model - INFO - Evaluating : Epoch 45, Batch 44/84 loss 2.0482732491059736 accuracy 0.13472222222222222
2025-01-15 00:15:16,244 - b2_model - INFO - Evaluating : Epoch 45, Batch 59/84 loss 2.029644414529962 accuracy 0.14895833333333333
2025-01-15 00:15:27,584 - b2_model - INFO - Evaluating : Epoch 45, Batch 74/84 loss 2.0285024352975793 accuracy 0.14333333333333334
2025-01-15 00:15:33,162 - b2_model - INFO - Eval Epoch 45: Loss 2.0043345292409263, Accuracy: 0.14168530947054436
2025-01-15 00:15:33,229 - b2_model - INFO - Epoch 46, Current LR: 2.3864747990995233e-10
2025-01-15 00:16:05,776 - b2_model - INFO - Training: Epoch 46, Batch 19/135 loss 2.185407544437208 accuracy 0.190625
2025-01-15 00:16:37,270 - b2_model - INFO - Training: Epoch 46, Batch 39/135 loss 2.1585679726722913 accuracy 0.1734375
2025-01-15 00:17:08,361 - b2_model - INFO - Training: Epoch 46, Batch 59/135 loss 2.123373983270031 accuracy 0.18229166666666666
2025-01-15 00:17:39,222 - b2_model - INFO - Training: Epoch 46, Batch 79/135 loss 2.1111700097216834 accuracy 0.17265625
2025-01-15 00:18:09,922 - b2_model - INFO - Training: Epoch 46, Batch 99/135 loss 2.0949453151587285 accuracy 0.165625
2025-01-15 00:18:40,698 - b2_model - INFO - Training: Epoch 46, Batch 119/135 loss 2.1025930643081665 accuracy 0.1640625
2025-01-15 00:19:02,417 - b2_model - INFO - Epoch 46, Loss: 2.079247049049095 Accuracy: 0.16449814126394052
2025-01-15 00:19:16,628 - b2_model - INFO - Evaluating : Epoch 46, Batch 14/84 loss 2.1363854919161116 accuracy 0.15
2025-01-15 00:19:29,258 - b2_model - INFO - Evaluating : Epoch 46, Batch 29/84 loss 2.065015172136241 accuracy 0.16041666666666668
2025-01-15 00:19:41,923 - b2_model - INFO - Evaluating : Epoch 46, Batch 44/84 loss 2.043656140565872 accuracy 0.16944444444444445
2025-01-15 00:19:53,636 - b2_model - INFO - Evaluating : Epoch 46, Batch 59/84 loss 2.026454283019244 accuracy 0.184375
2025-01-15 00:20:05,109 - b2_model - INFO - Evaluating : Epoch 46, Batch 74/84 loss 2.0241049060950407 accuracy 0.19166666666666668
2025-01-15 00:20:10,550 - b2_model - INFO - Eval Epoch 46: Loss 1.999994470959618, Accuracy: 0.19910514541387025
2025-01-15 00:20:10,611 - b2_model - INFO - Epoch 47, Current LR: 1.7898560993246425e-10
2025-01-15 00:20:43,357 - b2_model - INFO - Training: Epoch 47, Batch 19/135 loss 2.2442266376394975 accuracy 0.15
2025-01-15 00:21:14,157 - b2_model - INFO - Training: Epoch 47, Batch 39/135 loss 2.1543170733329577 accuracy 0.1671875
2025-01-15 00:21:45,601 - b2_model - INFO - Training: Epoch 47, Batch 59/135 loss 2.126634298744848 accuracy 0.16666666666666666
2025-01-15 00:22:16,095 - b2_model - INFO - Training: Epoch 47, Batch 79/135 loss 2.1150681323642972 accuracy 0.16484375
2025-01-15 00:22:46,766 - b2_model - INFO - Training: Epoch 47, Batch 99/135 loss 2.1029879300281253 accuracy 0.163125
2025-01-15 00:23:17,628 - b2_model - INFO - Training: Epoch 47, Batch 119/135 loss 2.095292530139955 accuracy 0.16145833333333334
2025-01-15 00:23:38,464 - b2_model - INFO - Epoch 47, Loss: 2.0774584258044206 Accuracy: 0.1607806691449814
2025-01-15 00:23:52,118 - b2_model - INFO - Evaluating : Epoch 47, Batch 14/84 loss 2.147725982325418 accuracy 0.12916666666666668
2025-01-15 00:24:04,554 - b2_model - INFO - Evaluating : Epoch 47, Batch 29/84 loss 2.074105817696144 accuracy 0.13125
2025-01-15 00:24:17,275 - b2_model - INFO - Evaluating : Epoch 47, Batch 44/84 loss 2.050524511120536 accuracy 0.13472222222222222
2025-01-15 00:24:28,899 - b2_model - INFO - Evaluating : Epoch 47, Batch 59/84 loss 2.0298854779388944 accuracy 0.14895833333333333
2025-01-15 00:24:39,900 - b2_model - INFO - Evaluating : Epoch 47, Batch 74/84 loss 2.0280000696311125 accuracy 0.14333333333333334
2025-01-15 00:24:45,428 - b2_model - INFO - Eval Epoch 47: Loss 2.0038361152013144, Accuracy: 0.14168530947054436
2025-01-15 00:24:45,489 - b2_model - INFO - Epoch 48, Current LR: 1.342392074493482e-10
2025-01-15 00:25:18,285 - b2_model - INFO - Training: Epoch 48, Batch 19/135 loss 2.2087400147789404 accuracy 0.15625
2025-01-15 00:25:48,948 - b2_model - INFO - Training: Epoch 48, Batch 39/135 loss 2.125463760816134 accuracy 0.1640625
2025-01-15 00:26:19,972 - b2_model - INFO - Training: Epoch 48, Batch 59/135 loss 2.0911674580331576 accuracy 0.17604166666666668
2025-01-15 00:26:51,655 - b2_model - INFO - Training: Epoch 48, Batch 79/135 loss 2.0877799806715567 accuracy 0.17421875
2025-01-15 00:27:22,361 - b2_model - INFO - Training: Epoch 48, Batch 99/135 loss 2.0904196548943568 accuracy 0.169375
2025-01-15 00:27:52,842 - b2_model - INFO - Training: Epoch 48, Batch 119/135 loss 2.085410729175856 accuracy 0.17760416666666667
2025-01-15 00:28:13,244 - b2_model - INFO - Epoch 48, Loss: 2.0677775930475306 Accuracy: 0.17657992565055763
2025-01-15 00:28:27,031 - b2_model - INFO - Evaluating : Epoch 48, Batch 14/84 loss 2.148828293595995 accuracy 0.12916666666666668
2025-01-15 00:28:39,604 - b2_model - INFO - Evaluating : Epoch 48, Batch 29/84 loss 2.0756406660737663 accuracy 0.13125
2025-01-15 00:28:52,066 - b2_model - INFO - Evaluating : Epoch 48, Batch 44/84 loss 2.051765883510763 accuracy 0.13472222222222222
2025-01-15 00:29:03,655 - b2_model - INFO - Evaluating : Epoch 48, Batch 59/84 loss 2.0322059190879433 accuracy 0.14791666666666667
2025-01-15 00:29:14,609 - b2_model - INFO - Evaluating : Epoch 48, Batch 74/84 loss 2.0284091057004154 accuracy 0.1425
2025-01-15 00:29:20,080 - b2_model - INFO - Eval Epoch 48: Loss 2.004163158791406, Accuracy: 0.14093959731543623
2025-01-15 00:29:20,214 - b2_model - INFO - Epoch 49, Current LR: 1.0067940558701115e-10
2025-01-15 00:29:53,208 - b2_model - INFO - Training: Epoch 49, Batch 19/135 loss 2.16766441495795 accuracy 0.16875
2025-01-15 00:30:25,537 - b2_model - INFO - Training: Epoch 49, Batch 39/135 loss 2.1393672839189186 accuracy 0.1546875
2025-01-15 00:30:56,052 - b2_model - INFO - Training: Epoch 49, Batch 59/135 loss 2.1132015171697582 accuracy 0.16041666666666668
2025-01-15 00:31:26,826 - b2_model - INFO - Training: Epoch 49, Batch 79/135 loss 2.1050427563582796 accuracy 0.1515625
2025-01-15 00:31:56,688 - b2_model - INFO - Training: Epoch 49, Batch 99/135 loss 2.1045781939920754 accuracy 0.14625
2025-01-15 00:32:26,982 - b2_model - INFO - Training: Epoch 49, Batch 119/135 loss 2.098020883167491 accuracy 0.15104166666666666
2025-01-15 00:32:47,515 - b2_model - INFO - Epoch 49, Loss: 2.0822962646131162 Accuracy: 0.14684014869888476
2025-01-15 00:33:01,263 - b2_model - INFO - Evaluating : Epoch 49, Batch 14/84 loss 2.145387121609279 accuracy 0.12916666666666668
2025-01-15 00:33:13,766 - b2_model - INFO - Evaluating : Epoch 49, Batch 29/84 loss 2.0729342822370858 accuracy 0.13125
2025-01-15 00:33:26,535 - b2_model - INFO - Evaluating : Epoch 49, Batch 44/84 loss 2.0492331602356653 accuracy 0.13472222222222222
2025-01-15 00:33:37,939 - b2_model - INFO - Evaluating : Epoch 49, Batch 59/84 loss 2.0292497166132524 accuracy 0.15
2025-01-15 00:33:48,856 - b2_model - INFO - Evaluating : Epoch 49, Batch 74/84 loss 2.026046815756205 accuracy 0.14583333333333334
2025-01-15 00:33:54,334 - b2_model - INFO - Eval Epoch 49: Loss 2.0020026763280234, Accuracy: 0.14392244593586875
2025-01-15 00:33:54,406 - b2_model - INFO - Epoch 50, Current LR: 7.550955419025836e-11
2025-01-15 00:34:27,555 - b2_model - INFO - Training: Epoch 50, Batch 19/135 loss 2.1606881994950142 accuracy 0.190625
2025-01-15 00:34:58,229 - b2_model - INFO - Training: Epoch 50, Batch 39/135 loss 2.1176344675895495 accuracy 0.1921875
2025-01-15 00:35:29,958 - b2_model - INFO - Training: Epoch 50, Batch 59/135 loss 2.0911393751532343 accuracy 0.184375
2025-01-15 00:36:00,453 - b2_model - INFO - Training: Epoch 50, Batch 79/135 loss 2.0886432475681547 accuracy 0.178125
2025-01-15 00:36:31,299 - b2_model - INFO - Training: Epoch 50, Batch 99/135 loss 2.094464408026801 accuracy 0.174375
2025-01-15 00:37:01,981 - b2_model - INFO - Training: Epoch 50, Batch 119/135 loss 2.095440945705446 accuracy 0.1671875
2025-01-15 00:37:22,408 - b2_model - INFO - Epoch 50, Loss: 2.076561525132921 Accuracy: 0.16589219330855018
2025-01-15 00:37:36,077 - b2_model - INFO - Evaluating : Epoch 50, Batch 14/84 loss 2.1375076259885515 accuracy 0.13333333333333333
2025-01-15 00:37:48,591 - b2_model - INFO - Evaluating : Epoch 50, Batch 29/84 loss 2.066308379173279 accuracy 0.13541666666666666
2025-01-15 00:38:01,026 - b2_model - INFO - Evaluating : Epoch 50, Batch 44/84 loss 2.045572267337279 accuracy 0.14027777777777778
2025-01-15 00:38:12,440 - b2_model - INFO - Evaluating : Epoch 50, Batch 59/84 loss 2.027753001552517 accuracy 0.15729166666666666
2025-01-15 00:38:23,359 - b2_model - INFO - Evaluating : Epoch 50, Batch 74/84 loss 2.0258408897631877 accuracy 0.15916666666666668
2025-01-15 00:38:28,802 - b2_model - INFO - Eval Epoch 50: Loss 2.001685849257878, Accuracy: 0.16032811334824756
2025-01-15 00:38:28,877 - b2_model - INFO - Epoch 51, Current LR: 5.663216564269377e-11
2025-01-15 00:39:01,656 - b2_model - INFO - Training: Epoch 51, Batch 19/135 loss 2.15293424380453 accuracy 0.1625
2025-01-15 00:39:32,161 - b2_model - INFO - Training: Epoch 51, Batch 39/135 loss 2.128446184671842 accuracy 0.146875
2025-01-15 00:40:02,719 - b2_model - INFO - Training: Epoch 51, Batch 59/135 loss 2.1155908572471747 accuracy 0.14791666666666667
2025-01-15 00:40:33,596 - b2_model - INFO - Training: Epoch 51, Batch 79/135 loss 2.1030603783040105 accuracy 0.14765625
2025-01-15 00:41:03,714 - b2_model - INFO - Training: Epoch 51, Batch 99/135 loss 2.0927480254510438 accuracy 0.151875
2025-01-15 00:41:33,840 - b2_model - INFO - Training: Epoch 51, Batch 119/135 loss 2.0931154970361403 accuracy 0.153125
2025-01-15 00:41:54,487 - b2_model - INFO - Epoch 51, Loss: 2.0806656652026705 Accuracy: 0.15288104089219332
2025-01-15 00:42:08,339 - b2_model - INFO - Evaluating : Epoch 51, Batch 14/84 loss 2.1419341393879483 accuracy 0.12916666666666668
2025-01-15 00:42:21,213 - b2_model - INFO - Evaluating : Epoch 51, Batch 29/84 loss 2.06999056092624 accuracy 0.13125
2025-01-15 00:42:33,991 - b2_model - INFO - Evaluating : Epoch 51, Batch 44/84 loss 2.048318781635978 accuracy 0.13472222222222222
2025-01-15 00:42:45,410 - b2_model - INFO - Evaluating : Epoch 51, Batch 59/84 loss 2.029048693382134 accuracy 0.15
2025-01-15 00:42:56,330 - b2_model - INFO - Evaluating : Epoch 51, Batch 74/84 loss 2.027127514014373 accuracy 0.14583333333333334
